Prod Count,DEV Count,QA Count,Tableau Tips and Tricks,Count of Apps,Clear Filters,App Documentation,YTD Tickets,LY Tickets,Support Managed By,AppCount,Cluster_,TAO,Number of Records,Sum AM Niche,Sum AM Ticket Based ,Sum BT,Sum TS JJTS ,Am Extract Date (App Inv Ticket2 Sum),Am Extract Date,APPLICATION,Category,Cluster SP,Content Type,Created,Created By,TAO Group,Dv Change Request Current Year Ticket Count,Dv Change Request Prior Year Ticket Count,Dv Cmdb Ci,Dv Incident Current Year Ticket Count,Dv Incident Prior Year Ticket Count,Support Group Manager,TAO Manager,Operational Status,Parent of Support,Dv Problem Current Year Ticket Count,Dv Problem Prior Year Ticket Count,Dv Sc Request Current Year Ticket Count,Dv Sc Request Prior Year Ticket Count,Support Group 1,SLA Active,Business Service ,Dv U Change Manager Tao,User Region,Cluster,Vendor,GxP,BT Company,SLA Rate,Service Level Medal,Status Reason,Support Group 2,Support Group 3,Zcode,Gso,Managing Region,Modified,Modified By,App Name,Rso,Sharepoint Id,Sys Class Name,appl_unique_id,App Alias,App ID,App Lifecycle,COE,Functional Org,ITS Managed,Primary Product Line,GOC,Type,U Unique Ci,Used For,T-Shirt,Version
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - CUSTOMER AND SALES,JOSE BRAND (172421),1,0,1,1,0,00:00.0,4/9/2019 10:09,SYNYGY - NA - DEPUY MITEK -PROD,Service,APP MAINT - CUSTOMER AND SALES,Item,3/7/2019 16:11,"Weston, Anna [VISUS Non-J&J]","SYNYGY - NA,LATAM",0,0,SYNYGY - NA - DEPUY MITEK -PROD,0,1,JOSE BRAND (172421),LILLY ANDRYSIAK (372456),Deployed,PARENT APP MAINTENANCE,0,0,7,3,AM DISPATCH,TRUE,APP MAINT - CUSTOMER AND SALES,LILLY ANDRYSIAK (372456),NA,Customer & Sales​,COGNIZANT,FALSE,DePuy Orthopaedics US,,Silver,Transformed,CUST AND SALES RR COG,CUST AND SALES SPEC COG,Z998688,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:54,"Weston, Anna [VISUS Non-J&J]",SYNYGY - NA - DEPUY MITEK -PROD,"Papa, Karen [SYNNA]",3240,cmdb_ci_appl,APP000010014472,SYNYGY,APP000010014472,Maintain,Commercial,App Svcs,FALSE,Customer and Sales,Hospital Medical Devices,Website,CI000000008964087,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,IHOR PEROZHAK (345092),1,1,0,1,0,00:00.0,4/9/2019 10:09,US FDMS EXECTIVE DASHBOARD,Service,0,Item,3/7/2019 16:13,"Weston, Anna [VISUS Non-J&J]",VITAL SIGNS,0,0,US FDMS EXECTIVE DASHBOARD,1,0,IHOR PEROZHAK (345092),SHASHI SHETTY (357159),Deployed,PARENT APP SERVICES SUPPORT,0,0,1,0,AM DISPATCH,TRUE,,,NA,Data & Analytics​,,FALSE,Janssen Pharmaceuticals,,Silver,,GLOBAL ANALYTICS PHARMA,GLOBAL ANALYTICS PHARMA,Z999226,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 22:07,"Weston, Anna [VISUS Non-J&J]",US FDMS EXECTIVE DASHBOARD,Not Defined,4515,cmdb_ci_appl,APP000010027237,,APP000010027237,,Comm NA,,FALSE,Data and Analytics,Pharma,Server,CI000000008270330,Production,Medium,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,ROGAINE-KOREA-PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",APAC IT DIGITAL WEB,0,0,ROGAINE-KOREA-PROD,0,0,LAWRENCE HECKEL (7287),ANJUM JAIN (1017749),Deployed,PARENT APP MAINTENANCE,0,0,2,0,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,ANJUM JAIN (1017749),ASPAC,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Korea,,Silver,,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999128,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:45,"Weston, Anna [VISUS Non-J&J]",ROGAINE-KOREA-PROD,Not Defined,6970,cmdb_ci_appl,APP000010033555,www.rogaine.co.kr,APP000010033555,Maintain,Marketing Beauty,,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000007636256,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - ERP,SURYA KASU (190191),1,0,1,1,0,00:00.0,4/9/2019 10:09,BACKTOBASICS-CRM-PROD-P51,Service,APP MAINT - ERP,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",BACKTOBASICS,0,0,BACKTOBASICS-CRM-PROD-P51,21,11,SURYA KASU (190191),JOSEPH HULIK (151154),Deployed,PARENT APP MAINTENANCE,0,0,12,2,ERP RR IBM - BTB GLOBAL ,TRUE,APP MAINT - ERP,,GLOBAL,"ERP- Plan, Source, Make, Deliver ​",IBM,FALSE,J&J HCS USA,,Gold,Transformed,ERP RR IBM - BTB GLOBAL ,ERP SPEC IBM - BTB GLOBAL ,Z999932,"Cunha, Erika J. [ITAS LatAm]",LATAM,3/18/2019 21:21,"Weston, Anna [VISUS Non-J&J]",BACKTOBASICS-CRM-PROD-P51,Not Defined,6573,cmdb_ci_appl,APP000010024184,,APP000010024184,Rising,EQ,App Svcs,FALSE,ERP,Supply Chain,Server,CI000000009599057,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,BANLICE-AUSTRALIA-PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",APAC IT DIGITAL WEB,0,0,BANLICE-AUSTRALIA-PROD,0,0,LAWRENCE HECKEL (7287),ANJUM JAIN (1017749),Deployed,PARENT APP MAINTENANCE,0,0,0,2,DIG ECOM SOC COL RR TCS,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,ANJUM JAIN (1017749),ASPAC,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Pacific,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999245,"Bolger, Tim [ITSUS]",ASPAC,3/18/2019 21:21,"Weston, Anna [VISUS Non-J&J]",BANLICE-AUSTRALIA-PROD,"Radhakrishnan, Jeyaselvi [ITASSG]",3678,cmdb_ci_appl,APP000010002412,www.banlice.com.au,APP000010002412,Maintain,Marketing OTC,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000000553446,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,DESITIN.COM,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:10,"Weston, Anna [VISUS Non-J&J]",CONSNA BEAUTY EXTERNAL WEB APPS,0,0,DESITIN.COM,1,0,LAWRENCE HECKEL (7287),MAUREEN KOVAL (18606),Deployed,PARENT APP MAINTENANCE,0,0,3,2,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,,NA,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Consumer Prod US,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z998716,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:25,"Weston, Anna [VISUS Non-J&J]",DESITIN.COM,"Melo, Jairo [BSCCA]",1727,cmdb_ci_appl,APP0006768,www.desitin.com,APP0006768,Maintain,Marketing Baby,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000004503725,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,ACUVUE - SINGAPORE,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",VISION & SURGICAL DIGITAL APPLICATION,0,0,ACUVUE - SINGAPORE,1,0,LAWRENCE HECKEL (7287),HANXING JEROME WANG (152803886),Deployed,PARENT APP MAINTENANCE,0,0,3,7,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,HANXING JEROME WANG (152803886),ASPAC,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,Vistakon SIP,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999678,"Bolger, Tim [ITSUS]",ASPAC,3/18/2019 21:21,"Weston, Anna [VISUS Non-J&J]",ACUVUE - SINGAPORE,"Radhakrishnan, Jeyaselvi [ITASSG]",6631,cmdb_ci_appl,APP0004762,https://www.acuvue.com.sg,APP0004762,Maintain,ASPAC,App Svcs,FALSE,Digital and Connected Commerce,Consumer Medical Devices,Website,CI000000007882734,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,LUCAS ASSAD (1012785),1,1,0,1,0,00:00.0,4/9/2019 10:09,PME BRAZIL - PROD,Service,0,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",GMES-DAPA,0,0,PME BRAZIL - PROD,0,0,LUCAS ASSAD (1012785),MATHEUS ROLIM (1028336),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,0,GMES-DAPA L2,,,,LATAM,,,FALSE,J&J Brazil,,,,GMES-DAPA L2,,Z999357,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:45,"Weston, Anna [VISUS Non-J&J]",PME BRAZIL - PROD,Not Defined,6999,cmdb_ci_appl,APP000010027949,,APP000010027949,Maintain,Consumer,,FALSE,Make,Supply Chain,Server,CI000000000617409,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,APP MAINT - RESEARCH AND DEV,KANAK JOSHI (62003488),1,1,0,1,0,00:00.0,4/9/2019 10:09,EMEA LF ONE PAGER,Service,APP MAINT - RESEARCH AND DEV,Item,3/7/2019 16:13,"Weston, Anna [VISUS Non-J&J]",EMEA DNA CDL,0,0,EMEA LF ONE PAGER,0,0,KANAK JOSHI (62003488),RENE TSCHAUDER (62003262),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,0,TS-DNA-EMEA-TCS-L2,,,RENE TSCHAUDER (62003262),EMEA,,,FALSE,Cons Europe Reg Expe,,,,TS-DNA-EMEA-TCS-L2,TS-DNA-EMEA-TCS-L3,Z999426,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:21,"Weston, Anna [VISUS Non-J&J]",EMEA LF ONE PAGER,Not Defined,4421,cmdb_ci_appl,APP000010031170,,APP000010031170,Core,N/A,,TRUE,Data and Analytics,Consumer,Platform,CI000000003597208,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,JJV SCENT SYSTEM,Service,,Item,3/7/2019 16:17,"Weston, Anna [VISUS Non-J&J]",JJV SCENT SYSTEM,0,0,JJV SCENT SYSTEM,0,4,LAWRENCE HECKEL (7287),MARTINI CONSTANCE LIM (152021841),Deployed,PARENT APP MAINTENANCE,0,0,4,0,DIG ECOM SOC COL RR COG,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,MARTINI CONSTANCE LIM (152021841),ASPAC,Data & Analytics​,COGNIZANT,FALSE,Vistakon China,,Bronze,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z999769,"Paul, Jacob [ITASSG]",ASPAC,3/18/2019 18:14,"Weston, Anna [VISUS Non-J&J]",JJV SCENT SYSTEM,"Ren, Qi (Leon)[MEDCN]",8735,cmdb_ci_appl,APP000010029359,Temporary subdomain : scent.acuvue.com.cn To be updated with jjvsc.com.cn upon ICP number is obtained. ,APP000010029359,,CLS,App Svcs,TRUE,Logistics,Supply Chain,Website,CI000000007609295,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,TERESA DONDELINGER (407844),1,1,0,1,0,00:00.0,4/9/2019 10:09,STERILMED CRM - PROD,Service,0,Item,3/7/2019 16:08,"Weston, Anna [VISUS Non-J&J]",STERILMED APPS,0,0,STERILMED CRM - PROD,1,0,TERESA DONDELINGER (407844),TERESA DONDELINGER (407844),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,0,GLOBAL SERVICE DESK,,,TERESA DONDELINGER (407844),NA,,,FALSE,Sterilmed,,,,ITAS-NA-STERILMED-L2,ITAS-NA-STERILMED- L3,Z998910,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:52,"Weston, Anna [VISUS Non-J&J]",STERILMED CRM - PROD,Not Defined,151,cmdb_ci_appl,APP000010033691,,APP000010033691,Maintaining,CSS,,FALSE,Logistics,Supply Chain,Platform,CI000000000077995,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,CHANGYU LI (345056),1,1,0,1,0,00:00.0,4/9/2019 10:09,RPA_NA_HR_LETTERGENERATION_EMPLOYEEVERIFICATION_PROD,Service,0,Item,3/7/2019 16:09,"Weston, Anna [VISUS Non-J&J]",MGMT SYSTEMS TECH L1-L2,2,0,RPA_NA_HR_LETTERGENERATION_EMPLOYEEVERIFICATION_PROD,0,4,CHANGYU LI (345056),ANNE GRUPPO (366353),Deployed,PARENT APP SERVICES SUPPORT,0,0,2,16,GLOBAL SERVICE DESK,,,ANNE GRUPPO (366353),NA,,,FALSE,JJ World Headqtrs US,,,Transformed,ROBOTIC PROCESS AUTOMATION L2,ROBOTIC PROCESS AUTOMATION L3,Z999437,"Bolger, Tim [ITSUS]",Not Defined,3/19/2019 14:43,"Weston, Anna [VISUS Non-J&J]",RPA_NA_HR_LETTERGENERATION_EMPLOYEEVERIFICATION_PROD,Not Defined,830,cmdb_ci_appl,APP000010029930,,APP000010029930,Rising,Management Systems,App Svcs,TRUE,GS Mgmt Systems,Corporate,Desktop,CI000000007496742,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,JAMIE MAF WEBLOGIC - PRD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",JAMIE,0,0,JAMIE MAF WEBLOGIC - PRD,1,1,LAWRENCE HECKEL (7287),IVAN GIJSBREGTS (24000755),Deployed,PARENT APP MAINTENANCE,0,1,0,2,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,,EMEA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,FALSE,Janssen Belgium,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z999425,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 21:29,"Weston, Anna [VISUS Non-J&J]",JAMIE MAF WEBLOGIC - PRD,"Ruts, Dominique [JANBE]",6745,cmdb_ci_appl,APP000010001017,https://jamie.eu.jnj.com/jamie,APP000010001017,Maintain,Comm EMEA RI MAF,App Svcs,FALSE,Customer and Sales,Pharma,Website,CI000000009591668,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,DOMINIQUE RUTS (10018704),1,1,0,1,0,00:00.0,4/9/2019 10:09,SERVICE CENTRAL PRIVACY POLICY,Service,0,Item,3/7/2019 16:13,"Weston, Anna [VISUS Non-J&J]",DIGITAL PL  EMEA,0,0,SERVICE CENTRAL PRIVACY POLICY,2,0,DOMINIQUE RUTS (10018704),OLAF WESSLER (149001595),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,0,GLOBAL SERVICE DESK,TRUE,,OLAF WESSLER (149001595),EMEA,"Digital & E-commerce, Social & Collaboration​",,FALSE,Janssen Belgium,,Bronze,,ITAS-DIG-EMEA-CTS-EXTERNAL-L2,ITAS-DIG-EMEA-CTS-EXTERNAL-L3,Z999425,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:50,"Weston, Anna [VISUS Non-J&J]",SERVICE CENTRAL PRIVACY POLICY,Not Defined,5108,cmdb_ci_appl,APP000010023481,No URL,APP000010023481,Maintain,Comm EMEA RI Digital,App Svcs,FALSE,Digital and Connected Commerce,Pharma,Website,CI000000003996671,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,MARKETING SHOP (EMEA) - PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",UK_MD&D_BUIT,0,0,MARKETING SHOP (EMEA) - PROD,0,1,LAWRENCE HECKEL (7287),LUCA SORRENTINO (41619336),Deployed,PARENT APP MAINTENANCE,0,1,0,2,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LUCA SORRENTINO (41619336),EMEA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,TRUE,Synthes Switzerland,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z998879,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",MARKETING SHOP (EMEA) - PROD,"Ruts, Dominique [JANBE]",3659,cmdb_ci_appl,APP000010023856,http://intraweb.sous.synthes.com/shop,APP000010023856,Maintain,Commercial,App Svcs,FALSE,Digital and Connected Commerce,Hospital Medical Devices,Server,CI000000006048942,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,MARKETING SHOP (EMEA) - PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",UK_MD&D_BUIT,0,0,MARKETING SHOP (EMEA) - PROD,0,1,LAWRENCE HECKEL (7287),LUCA SORRENTINO (41619336),Deployed,PARENT APP MAINTENANCE,0,1,0,2,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LUCA SORRENTINO (41619336),EMEA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,TRUE,Synthes Switzerland,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z998879,"Bolger, Tim [ITSUS]",EMEA,3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",MARKETING SHOP (EMEA) - PROD,"Ruts, Dominique [JANBE]",3658,cmdb_ci_appl,APP000010023856,http://intraweb.sous.synthes.com/shop,APP000010023856,Maintain,Commercial,App Svcs,FALSE,Digital and Connected Commerce,Hospital Medical Devices,Server,CI000000006048957,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - CBT,LAKSHMI NARAYANAN (167821),1,0,1,1,0,00:00.0,4/9/2019 10:09,PRIZMA,Service,APP MAINT - CBT,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",BUIT HCCP TAO MANAGED 2,7,32,PRIZMA,372,970,LAKSHMI NARAYANAN (167821),KATHY TRASCHETTI (1032482),Deployed,PARENT APP MAINTENANCE,9,27,948,1864,AM DISPATCH,TRUE,APP MAINT - CBT,KATHY TRASCHETTI (1032482),GLOBAL,Corporate-BT (Corporate-Business Technology),COGNIZANT,FALSE,JJ World Headqtrs US,,Silver,Transformed,CBT RR COG,CBT SPEC COG,Z999442,"Narayanan, Lakshmi [GTSUS]","""NA""",3/18/2019 21:44,"Weston, Anna [VISUS Non-J&J]",PRIZMA,"Bhatt, Dhaval [ITSUS]",6553,cmdb_ci_appl,APP000010023307,Prizma  prizma.jnj.com and  PrizmaProvider.jnj.com,APP000010023307,Core Rising,HCC,App Svcs,TRUE,HCC,Corporate,Website,CI000000006962958,Production,Large,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,JOHNSONBABY CO,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:12,"Weston, Anna [VISUS Non-J&J]",BUIT-LA WEB APPS,0,0,JOHNSONBABY CO,1,0,LAWRENCE HECKEL (7287),LEANDRO MARTINS (1060444),Deployed,PARENT APP MAINTENANCE,0,0,10,1,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LEANDRO MARTINS (1060444),LATAM,"Digital & E-commerce, Social & Collaboration​",TCS,FALSE,J&J Colombia,,Silver,Transformed,DIG ECOM SOC COL RR TCS,DIG ECOM SOC COL SPEC TCS,Z999907,"Bolger, Tim [ITSUS]",LATAM,3/18/2019 21:31,"Weston, Anna [VISUS Non-J&J]",JOHNSONBABY CO,"Spreng, Loreto [ITAS LatAm]",3815,cmdb_ci_appl,APP000010026143,www.johnsonsbaby.com.co,APP000010026143,Maintain,Marketing Baby,App Svcs,FALSE,Digital and Connected Commerce,Consumer,Website,CI000000005669982,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Niche,1,0,QI REN (152057911),1,1,0,1,0,00:00.0,4/9/2019 10:09,JJMC PORTAL,Service,0,Item,3/7/2019 16:08,"Weston, Anna [VISUS Non-J&J]",MEDCN MKT TAO GROUP,0,0,JJMC PORTAL,1,4,QI REN (152057911),JUN QIAN (152070385),Deployed,PARENT APP SERVICES SUPPORT,0,0,0,69,GLOBAL SERVICE DESK,,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,JUN QIAN (152070385),ASPAC,,GRAPECITY,FALSE,J&J Medical China,,,Transformed,AS MEDICAL APP CHINA L2,AS APP CHINA L3,Z999771,Not Defined,ASPAC,3/18/2019 21:32,"Weston, Anna [VISUS Non-J&J]",JJMC PORTAL,Not Defined,108,cmdb_ci_appl,APP0004512,N/A,APP0004512,Maintain,Commercial,App Svcs,FALSE,Digital and Connected Commerce,Hospital Medical Devices,Server,CI000000001766200,Production,,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,LAWRENCE HECKEL (7287),1,0,1,1,0,00:00.0,4/9/2019 10:09,PACKING INNOVATION CENTER-PROD,Service,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,Item,3/7/2019 16:13,"Weston, Anna [VISUS Non-J&J]",LBL PRNT SRVC-VACAVILLE DIAGRAPH,0,0,PACKING INNOVATION CENTER-PROD,0,8,LAWRENCE HECKEL (7287),DAVID HOOVER (181087),Deployed,PARENT APP MAINTENANCE,0,0,4,16,AM DISPATCH,TRUE,APP MAINT - DIG AND ECOMMERCE SOC AND COLLAB,,NA,"Digital & E-commerce, Social & Collaboration​",COGNIZANT,FALSE,US Hospital Medical Devic,,Silver,Transformed,DIG ECOM SOC COL RR COG,DIG ECOM SOC COL SPEC COG,Z998688,"Bolger, Tim [ITSUS]","""NA""",3/18/2019 21:44,"Weston, Anna [VISUS Non-J&J]",PACKING INNOVATION CENTER-PROD,"Kumar, Anurag [GTSUS]",4886,cmdb_ci_appl,APP000010026378,https://jnj.sharepoint.com/sites/mdd-PackagingInnovationCenter,APP000010026378,Maintain,Ethicon,App Svcs,FALSE,Make,Supply Chain,Website,CI000000009222614,Production,Small,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,0,SATISH MURTHY DODDAMALUR SATHYANARAYANA (1039440),1,0,1,1,0,00:00.0,4/9/2019 10:09,JPI BI SAS - PRODUCTION,Service,0,Item,3/7/2019 16:15,"Weston, Anna [VISUS Non-J&J]",JAN COMMERCIAL PHARM SAS TAO GROUP,0,0,JPI BI SAS - PRODUCTION,16,0,SATISH MURTHY DODDAMALUR SATHYANARAYANA (1039440),AROKIASAMY MEDABALIMI (198104),Deployed,PARENT APP MAINTENANCE,0,0,58,0,AM DISPATCH,TRUE,APP MAINT - DATA AND ANALYTICS,AROKIASAMY MEDABALIMI (198104),NA,Data & Analytics​,L&T,FALSE,Janssen Pharmaceuticals,,Bronze,,DATA AND ANALYTICS RR LTI,DATA AND ANALYTICS SPEC LTI,Z999226,"Bolger, Tim [ITSUS]",Not Defined,3/18/2019 21:31,"Weston, Anna [VISUS Non-J&J]",JPI BI SAS - PRODUCTION,Not Defined,6752,cmdb_ci_appl,APP000010018481,,APP000010018481,Maintain,Comm NA,,TRUE,Data and Analytics,Pharma,Server,CI000000004461749,Production,Medium,1
1,0,0,Tableau Tips and Tricks,1,Reset Filters,Application Inventory Documentation,Not Available,Not Available,AM - Ticket Based,1,0,JAGJIT BHACHU (62003190),1,0,1,1,0,00:00.0,4/9/2019 10:09,ERMS CONSUMER - PROD,Service,0,Item,3/7/2019 16:13,"Weston, Anna [VISUS Non-J&J]",OPENTEXT ERMS,0,0,ERMS CONSUMER - PROD,4,18,JAGJIT BHACHU (62003190),DHRUV SHAH (1056727),Deployed,PARENT APP MAINTENANCE,1,0,14,31,AM DISPATCH,TRUE,APP MAINT - QUALITY,DHRUV SHAH (1056727),NA,Quality,TCS,TRUE,J&J Consumer Prod US,,Silver,Transformed,QUALITY RR TCS,QUALITY SPEC TCS,Z998716,"Radosavich, Brian [CPCUS]","""NA""",3/18/2019 21:21,"Weston, Anna [VISUS Non-J&J]",ERMS CONSUMER - PROD,"Sukumar, Mala [ITSUS]",5227,cmdb_ci_appl,APP000010004029,,APP000010004029,Core Rising,GPIQ-QA,App Svcs,FALSE,R&D,Consumer,Server,CI000000005937326,Production,Large,1
